Algeria,,
Argentina,,
Australia,,
Belgium,,
Bosnia_and_Herzegovina,,
Brazil,,
Cameroon,,
Chile,,
Colombia,,
Costa_Rica,,
Croatia,,
Ecuador,,
England,,
France,,
Germany,,
Ghana,,
Greece,,
Honduras,,
Iran,,
Italy,,
Ivory_Coast,,
Japan,,
Mexico,,
Netherlands,,
Nigeria,,
Portugal,,
Russia,,
South_Korea,,
Spain,,
Switzerland,,
Uruguay,,
USA,,
EINDE,,
Brazil,Croatia,1
Mexico,Cameroon,1
Brazil,Mexico,0.5
Cameroon,Croatia,0
Cameroon,Brazil,0
Croatia,Mexico,0
Spain,Netherlands,0
Chile,Australia,1
Australia,Netherlands,0
Spain,Chile,0
Australia,Spain,0
Netherlands,Chile,1
Colombia,Greece,1
Ivory_Coast,Japan,1
Colombia,Ivory_Coast,1
Japan,Greece,0.5
Japan,Colombia,0
Greece,Ivory_Coast,1
Uruguay,Costa_Rica,0
England,Italy,0
Uruguay,England,1
Italy,Costa_Rica,0
Italy,Uruguay,0
Costa_Rica,England,0.5
Switzerland,Ecuador,1
France,Honduras,1
Switzerland,France,0
Honduras,Ecuador,0
Honduras,Switzerland,0
Ecuador,France,0.5
Argentina,Bosnia_and_Herzegovina,1
Iran,Nigeria,0.5
Argentina,Iran,1
Nigeria,Bosnia_and_Herzegovina,1
Nigeria,Argentina,0
Bosnia_and_Herzegovina,Iran,1
Germany,Portugal,1
Ghana,USA,0
Germany,Ghana,0.5
USA,Portugal,0.5
USA,Germany,0
Portugal,Ghana,1
Belgium,Algeria,1
Russia,South_Korea,0.5
Belgium,Russia,1
South_Korea,Algeria,0
South_Korea,Belgium,0
Algeria,Russia,0.5
Brazil,Chile,1
Colombia,Uruguay,1
France,Nigeria,1
Germany,Algeria,1
Costa_Rica,Greece,1
Argentina,Switzerland,1
Belgium,USA,1
Brazil,Colombia,1
France,Germany,0
Netherlands,Mexico,1
Netherlands,Costa_Rica,1
Argentina,Belgium,1
Brazil,Germany,0
Netherlands,Argentina,0
Germany,Argentina,1
Brazil,Netherlands,0